goal	rule	score
p1(X99, X912)	p1(a62, a93)	0
p8(a34, X111, X811, X211)	p8(a34, a73, X811, a55)	0
p4(X812, X112)	p4(a1, a74)	0
p4(X84, X14)	p4(a1, a3)	0
p8(a34, X0, X1, a53)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p4(X0, a81)	p4(a85, X7) :- p5(a57, X7), p9(X7)	0
p8(X39, X29, X19, a39)	p8(X39, a10, a13, a39)	0
p4(a79, X27)	p4(a79, a10)	0
p1(X210, X912)	p1(a62, a15)	0
p0(a60)	p0(X4) :- p5(a18, X4)	0
p1(X02, X42)	p1(a1, a19)	0
p9(X77)	p9(a72)	0
p4(X313, X913)	p4(a80, a10)	0
p4(X0, a12)	p4(a62, X2) :- p6(X2, X3)	0
p1(X45, X912)	p1(a62, a23)	0
p4(X313, X913)	p4(a29, a10)	0
p4(X85, X15)	p4(a1, a53)	0
p8(a34, X15, X85, X25)	p8(a34, a60, X85, a0)	0
p4(X35, X95)	p4(a39, a16)	0
p3(X23, a11, X13, X13, X83)	p3(a11, a11, a21, a21, X83)	0
p1(X99, X912)	p1(a62, a23)	0
p1(X21, X93)	p1(a62, a23)	0
p5(a57, X76)	p5(a57, a19)	0
p1(X012, X412)	p1(a96, a19)	0
p4(a79, X28)	p4(a79, a25)	0
p1(X09, X49)	p1(a99, a19)	0
p3(X211, a11, X111, X111, X811)	p3(a93, a11, a26, a26, X811)	0
p9(X42)	p9(a54)	0
p8(X311, X211, X111, a39)	p8(X311, a0, a60, a39)	0
p1(X27, X910)	p1(a62, a2)	0
p1(X30, X94)	p1(a62, a12)	0
p5(X94, X94)	p5(a41, a41)	0
p1(X05, X45)	p1(a10, a19)	0
p1(X08, X48)	p1(a3, a19)	0
p4(X86, X16)	p4(a1, a99)	0
p1(X013, X413)	p1(a24, a19)	0
p1(X9, X94)	p1(a62, a1)	0
p5(a57, X72)	p5(a57, a52)	0
p6(a71, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p1(X012, X412)	p1(a84, a19)	0
p5(a57, X78)	p5(a57, a30)	0
p1(X0, X92)	p1(a62, a45)	0
p2(X5, X5)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p5(a57, X73)	p5(a57, a11)	0
p1(X44, X97)	p1(a62, a43)	0
p1(X38, X98)	p1(a44, a38)	0
p1(X45, X98)	p1(a62, a99)	0
p3(X212, a11, X112, X112, X812)	p3(a39, a11, a41, a41, X812)	0
p5(a57, X79)	p5(a57, a28)	0
p1(X05, X45)	p1(a15, a19)	0
p5(a57, X74)	p5(a57, a24)	0
p4(X83, X13)	p4(a1, a3)	0
p0(a7)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p2(X4, X4)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p4(X310, X910)	p4(a55, a43)	0
p4(X2, X2)	p4(a62, X2) :- p6(X2, X3)	0
p1(X47, X910)	p1(a62, a70)	0
p4(X811, X111)	p4(a1, a29)	0
p1(X6, X93)	p1(a62, a15)	0
p4(X35, X95)	p4(a0, a58)	0
p1(X40, X93)	p1(a62, a45)	0
p1(X04, X44)	p1(a74, a19)	0
p1(X2, X93)	p1(a62, a39)	0
p6(a40, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p4(a0, X96)	p4(a0, a96)	0
p1(X08, X48)	p1(a14, a19)	0
p9(X74)	p9(a87)	0
p2(a49, a49)	p2(X6, a49) :- p7(X6)	0
p2(a10, a10)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p1(a62, X912)	p1(a62, a60)	0
p4(X86, X16)	p4(a1, a29)	0
p8(X312, X212, X112, a39)	p8(X312, a51, a11, a39)	0
p4(X0, a58)	p4(a85, X7) :- p5(a57, X7), p9(X7)	0
p1(X47, X911)	p1(a62, a15)	0
p5(a57, X712)	p5(a57, a48)	0
p1(X6, X93)	p1(a62, a20)	0
p0(a87)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p1(X39, X99)	p1(a17, a99)	0
p1(a62, X912)	p1(a62, a70)	0
p8(X4, X6, X6, X6)	p8(a0, X4, X1, X4) :- p3(X9, a29, a16, X4, X0), p3(a1, X3, X1, X0, X0)	0
p8(X311, X211, X111, a39)	p8(X311, a49, a52, a39)	0
p1(X010, X410)	p1(a1, a19)	0
p5(a57, X712)	p5(a57, a14)	0
p3(X211, a11, X111, X111, X811)	p3(a2, a11, a18, a18, X811)	0
p4(X38, X98)	p4(a7, a11)	0
p4(X81, X11)	p4(a1, a65)	0
p1(a62, X94)	p1(a62, a19)	0
p1(X35, X95)	p1(a92, a53)	0
p4(X0, a10)	p4(a85, X7) :- p5(a57, X7), p9(X7)	0
p4(X311, X911)	p4(a0, a98)	0
p3(X28, a11, X18, X18, X88)	p3(a11, a11, a36, a36, X88)	0
p4(X39, X99)	p4(a54, a84)	0
p1(X310, X910)	p1(a55, a0)	0
p5(a57, X79)	p5(a57, a56)	0
p1(X20, X92)	p1(a62, a2)	0
p5(X913, X913)	p5(a76, a76)	0
p4(X86, X16)	p4(a1, a96)	0
p5(a57, X71)	p5(a57, a77)	0
p9(X79)	p9(a87)	0
p0(X2)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p4(a1, X45)	p4(a1, a34)	0
p8(X34, X24, X14, a39)	p8(X34, a27, a12, a39)	0
p0(a80)	p0(X2) :- p5(a10, X2)	0
p3(X29, a11, X19, X19, X89)	p3(a19, a11, a1, a1, X89)	0
p4(a79, X25)	p4(a79, a27)	0
p5(a57, X74)	p5(a57, a8)	0
p1(X0, X92)	p1(a62, a68)	0
p1(X35, X95)	p1(a71, a19)	0
p6(a41, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p1(X96, X910)	p1(a62, a39)	0
p5(X91, X91)	p5(a30, a30)	0
p0(a89)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p1(X013, X413)	p1(a23, a19)	0
p5(a57, X75)	p5(a57, a96)	0
p4(X810, X110)	p4(a1, a22)	0
p1(X30, X90)	p1(a92, a53)	0
p4(X0, X1)	p4(X1, X1) :- p7(X1)	0
p1(X97, X910)	p1(a62, a27)	0
p5(X910, X910)	p5(a48, a48)	0
p4(a0, X90)	p4(a0, a2)	0
p8(a34, X0, X1, a89)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p4(a79, X211)	p4(a79, a94)	0
p5(a57, X75)	p5(a57, a16)	0
p1(X47, X910)	p1(a62, a80)	0
p4(a37, X0)	p4(X1, X1) :- p7(X1)	0
p4(X33, X93)	p4(a81, a37)	0
p3(X25, a11, X15, X15, X85)	p3(a0, a11, a0, a0, X85)	0
p6(a16, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p1(a62, X92)	p1(a62, a55)	0
p1(X45, X99)	p1(a62, a80)	0
p0(a92)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p4(X313, X913)	p4(a63, a86)	0
p4(a0, X911)	p4(a0, a24)	0
p4(X38, X98)	p4(a16, a2)	0
p1(X30, X90)	p1(a71, a19)	0
p1(X30, X94)	p1(a62, a49)	0
p8(X35, X25, X15, a39)	p8(X35, a12, a3, a39)	0
p1(X47, X910)	p1(a62, a13)	0
p4(X34, X94)	p4(a31, a69)	0
p4(X312, X912)	p4(a0, a98)	0
p4(a79, X25)	p4(a79, a0)	0
p4(X83, X13)	p4(a1, a56)	0
p1(X010, X410)	p1(a53, a19)	0
p4(a0, X98)	p4(a0, a2)	0
p5(X95, X95)	p5(a41, a41)	0
p5(a57, X73)	p5(a57, a1)	0
p4(a79, X25)	p4(a79, a3)	0
p1(X29, X912)	p1(a62, a45)	0
p0(X6)	p0(X4) :- p5(a18, X4)	0
p4(X85, X15)	p4(a1, a48)	0
p6(a89, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p1(a86, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p6(a56, a1)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p4(X89, X19)	p4(a1, a82)	0
p2(a39, a39)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p1(a62, X912)	p1(a62, a80)	0
p1(a62, X92)	p1(a62, a0)	0
p1(a83, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p1(X311, X911)	p1(a48, a25)	0
p1(X56, X99)	p1(a62, a55)	0
p8(a34, X0, X1, a40)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p1(a62, X99)	p1(a62, a0)	0
p1(X37, X911)	p1(a62, a70)	0
p4(a79, X22)	p4(a79, a33)	0
p5(a57, X70)	p5(a57, a18)	0
p3(X211, a11, X111, X111, X811)	p3(a2, a11, a39, a39, X811)	0
p1(X34, X94)	p1(a10, a90)	0
p4(a56, X0)	p4(X1, X1) :- p7(X1)	0
p8(a34, X112, X812, X212)	p8(a34, a43, X812, a38)	0
p1(X08, X48)	p1(a8, a19)	0
p1(X99, X912)	p1(a62, a55)	0
p5(a57, X713)	p5(a57, a30)	0
p4(X812, X112)	p4(a1, a12)	0
p4(X810, X110)	p4(a1, a3)	0
p4(a1, X47)	p4(a1, a30)	0
p4(a79, X210)	p4(a79, a11)	0
p4(a0, X90)	p4(a0, a24)	0
p5(a57, X71)	p5(a57, a68)	0
p6(a57, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p1(X99, X912)	p1(a62, a94)	0
p4(a0, X98)	p4(a0, a48)	0
p1(X0, X1)	p1(a0, X7) :- p9(X7), p7(X7)	0
p4(a79, X211)	p4(a79, a25)	0
p3(X212, a11, X112, X112, X812)	p3(a15, a11, a44, a44, X812)	0
p1(X312, X912)	p1(a29, a33)	0
p8(X35, X25, X15, a39)	p8(X35, a27, a12, a39)	0
p0(a46)	p0(X2) :- p5(a10, X2)	0
p1(X42, X95)	p1(a62, a50)	0
p4(X38, X98)	p4(a56, a14)	0
p1(X03, X43)	p1(a3, a19)	0
p5(X94, X94)	p5(a20, a20)	0
p6(a10, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p4(X81, X11)	p4(a1, a74)	0
p8(X313, X213, X113, a39)	p8(X313, a70, a21, a39)	0
p8(X39, X29, X19, a39)	p8(X39, a23, a4, a39)	0
p1(X45, X911)	p1(a62, a99)	0
p1(X5, X94)	p1(a62, a1)	0
p6(a16, a1)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p4(X0, a1)	p4(X1, X1) :- p7(X1)	0
p4(X32, X92)	p4(a6, a5)	0
p4(X88, X18)	p4(a1, a2)	0
p1(X37, X97)	p1(a44, a38)	0
p5(X913, X913)	p5(a32, a32)	0
p3(X26, a11, X16, X16, X86)	p3(a11, a11, a33, a33, X86)	0
p8(a34, X111, X811, X211)	p8(a34, a80, X811, a94)	0
p1(X3, X92)	p1(a62, a10)	0
p5(a57, X72)	p5(a57, a7)	0
p1(X38, X98)	p1(a59, a17)	0
p4(X38, X98)	p4(a77, a94)	0
p3(X26, a11, X16, X16, X86)	p3(a70, a11, a21, a21, X86)	0
p1(X310, X910)	p1(a19, a81)	0
p1(a62, X910)	p1(a62, a35)	0
p0(a74)	p0(X4) :- p5(a18, X4)	0
p4(X33, X93)	p4(a84, a0)	0
p9(X75)	p9(a83)	0
p8(X39, X29, X19, a39)	p8(X39, a14, a0, a39)	0
p1(X97, X910)	p1(a62, a0)	0
p2(X0, X1)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p1(X210, X912)	p1(a62, a39)	0
p5(a57, X78)	p5(a57, a77)	0
p4(a79, X28)	p4(a79, a55)	0
p1(X013, X413)	p1(a31, a19)	0
p8(a0, X9, X9, X9)	p8(a0, X4, X1, X4) :- p3(X9, a29, a16, X4, X0), p3(a1, X3, X1, X0, X0)	0
p0(X2)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p8(a34, X0, X1, a14)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p5(X98, X98)	p5(a27, a27)	0
p1(X210, X912)	p1(a62, a86)	0
p4(X811, X111)	p4(a1, a34)	0
p1(X09, X49)	p1(a72, a19)	0
p1(a58, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p4(a79, X29)	p4(a79, a16)	0
p8(a34, X113, X813, X213)	p8(a34, a44, X813, a15)	0
p4(X310, X910)	p4(a94, a14)	0
p1(X45, X912)	p1(a62, a86)	0
p8(X310, X210, X110, a39)	p8(X310, a49, a52, a39)	0
p1(X5, X93)	p1(a62, a22)	0
p0(a30)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p0(a71)	p0(X2) :- p5(a10, X2)	0
p3(X213, X513, X413, a27, X413)	p3(X213, a0, X413, a27, X413)	0
p1(X47, X912)	p1(a62, a11)	0
p5(a57, X74)	p5(a57, a42)	0
p5(a57, X79)	p5(a57, a18)	0
p1(X56, X911)	p1(a62, a77)	0
p9(X75)	p9(a4)	0
p8(a34, X13, X83, X23)	p8(a34, a73, X83, a55)	0
p3(X210, a11, X110, X110, X810)	p3(a0, a11, a0, a0, X810)	0
p7(a53)	p7(X5) :- p0(X5), p7(X5)	0
p5(a57, X79)	p5(a57, a51)	0
p1(X97, X910)	p1(a62, a10)	0
p1(X99, X912)	p1(a62, a86)	0
p4(X89, X19)	p4(a1, a72)	0
p1(a62, X911)	p1(a62, a14)	0
p0(a24)	p0(X2) :- p5(a10, X2)	0
p3(X28, a11, X18, X18, X88)	p3(a12, a11, a68, a68, X88)	0
p4(X88, X18)	p4(a1, a22)	0
p1(X0, X90)	p1(a62, a93)	0
p1(X0, X90)	p1(a62, a94)	0
p1(X97, X912)	p1(a62, a20)	0
p5(a57, X74)	p5(a57, a14)	0
p1(X33, X93)	p1(a19, a81)	0
p2(a24, a24)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p8(a34, X112, X812, X212)	p8(a34, a84, X812, a35)	0
p4(X812, X112)	p4(a1, a36)	0
p8(X312, X212, X112, a39)	p8(X312, a22, a17, a39)	0
p8(a34, X11, X81, X21)	p8(a34, a93, X81, a0)	0
p1(X34, X94)	p1(a52, a0)	0
p4(X812, X112)	p4(a1, a51)	0
p1(X04, X44)	p1(a24, a19)	0
p1(X310, X910)	p1(a10, a0)	0
p1(X03, X43)	p1(a54, a19)	0
p4(X39, X99)	p4(a0, a72)	0
p1(X6, X93)	p1(a62, a39)	0
p9(X74)	p9(a83)	0
p0(a59)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p1(X40, X93)	p1(a62, a10)	0
p6(a84, a1)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p9(X710)	p9(a90)	0
p1(X011, X411)	p1(a29, a19)	0
p4(a0, X92)	p4(a0, a48)	0
p4(a79, X29)	p4(a79, a49)	0
p6(a83, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p3(X212, a11, X112, X112, X812)	p3(a86, a11, a2, a2, X812)	0
p8(X39, X29, X19, a39)	p8(X39, a68, a6, a39)	0
p5(a57, X71)	p5(a57, a40)	0
p4(X81, X11)	p4(a1, a27)	0
p4(X312, X912)	p4(a45, a14)	0
p4(a79, X211)	p4(a79, a87)	0
p8(X311, X211, X111, a39)	p8(X311, a23, a4, a39)	0
p8(a34, X0, X1, a90)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p8(X35, X25, X15, a39)	p8(X35, a14, a43, a39)	0
p5(X95, X95)	p5(a2, a2)	0
p3(X28, a11, X18, X18, X88)	p3(a77, a11, a12, a12, X88)	0
p1(X49, X912)	p1(a62, a22)	0
p8(a34, X110, X810, X210)	p8(a34, a44, X810, a15)	0
p9(X710)	p9(a36)	0
p9(X49)	p9(a53)	0
p4(X0, a52)	p4(a62, X2) :- p6(X2, X3)	0
p5(X93, X93)	p5(a15, a15)	0
p7(a19)	p7(X5) :- p0(X5), p7(X5)	0
p4(X89, X19)	p4(a1, a30)	0
p9(X75)	p9(a72)	0
p5(a57, X78)	p5(a57, a68)	0
p1(X9, X92)	p1(a62, a86)	0
p5(a57, X75)	p5(a57, a89)	0
p1(X32, X92)	p1(a92, a53)	0
p0(a42)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p4(a0, X99)	p4(a0, a82)	0
p5(X91, X91)	p5(a14, a14)	0
p4(X38, X98)	p4(a93, a31)	0
p2(a9, a9)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p3(X210, a11, X110, X110, X810)	p3(a90, a11, a27, a27, X810)	0
p1(X09, X49)	p1(a65, a19)	0
p1(a62, X97)	p1(a62, a14)	0
p4(X0, a22)	p4(a62, X2) :- p6(X2, X3)	0
p4(X0, a99)	p4(a62, X2) :- p6(X2, X3)	0
p1(X04, X44)	p1(a94, a19)	0
p4(X88, X18)	p4(a1, a3)	0
p9(X75)	p9(a65)	0
p4(X85, X15)	p4(a1, a22)	0
p9(X74)	p9(a4)	0
p4(a1, X40)	p4(a1, a0)	0
p4(a79, X29)	p4(a79, a70)	0
p1(a62, X911)	p1(a62, a11)	0
p4(a79, X210)	p4(a79, a75)	0
p8(X35, X25, X15, a39)	p8(X35, a10, a27, a39)	0
p1(X07, X47)	p1(a58, a19)	0
p1(X32, X92)	p1(a96, a27)	0
p8(a34, X110, X810, X210)	p8(a34, a15, X810, a12)	0
p3(X28, a11, X18, X18, X88)	p3(a14, a11, a0, a0, X88)	0
p4(X33, X93)	p4(a24, a92)	0
p5(X913, X913)	p5(a27, a27)	0
p3(X210, a11, X110, X110, X810)	p3(a0, a11, a60, a60, X810)	0
p4(X81, X11)	p4(a1, a57)	0
p1(X03, X43)	p1(a8, a19)	0
p3(X211, a11, X111, X111, X811)	p3(a94, a11, a80, a80, X811)	0
p1(X96, X910)	p1(a62, a99)	0
p1(X45, X99)	p1(a62, a2)	0
p1(X48, X912)	p1(a62, a93)	0
p3(X212, a11, X112, X112, X812)	p3(a13, a11, a17, a17, X812)	0
p5(a57, X711)	p5(a57, a48)	0
p5(a57, X712)	p5(a57, a89)	0
p1(X32, X92)	p1(a51, a18)	0
p9(X710)	p9(a54)	0
p1(X20, X92)	p1(a62, a94)	0
p4(a0, X97)	p4(a0, a48)	0
p1(X0, X94)	p1(a62, a90)	0
p2(X0, X0)	p2(X6, a49) :- p7(X6)	0
p8(a34, X0, X1, a64)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p8(X312, X212, X112, a39)	p8(X312, a33, a14, a39)	0
p5(X93, X93)	p5(a30, a30)	0
p4(X0, a5)	p4(X1, X1) :- p7(X1)	0
p5(a57, X712)	p5(a57, a96)	0
p4(X6, X4)	p4(a85, X7) :- p5(a57, X7), p9(X7)	0
p0(a26)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p1(X03, X43)	p1(a43, a19)	0
p1(X04, X44)	p1(a23, a19)	0
p9(X7)	p9(a13) :- p6(X5, X5), p5(X4, a40), p3(X2, X5, X4, a27, X4)	0
p4(X39, X99)	p4(a3, a28)	0
p3(X212, a11, X112, X112, X812)	p3(a14, a11, a43, a43, X812)	0
p5(a57, X713)	p5(a57, a77)	0
p8(a34, X111, X811, X211)	p8(a34, a13, X811, a10)	0
p2(a50, a50)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p4(a79, X213)	p4(a79, a33)	0
p1(X48, X912)	p1(a62, a23)	0
p4(X32, X92)	p4(a40, a22)	0
p1(X0, X94)	p1(a62, a65)	0
p5(a57, X76)	p5(a57, a50)	0
p4(a0, X97)	p4(a0, a24)	0
p6(a17, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p5(X94, X94)	p5(a36, a36)	0
p3(X212, a11, X112, X112, X812)	p3(a10, a11, a10, a10, a75)	0
p3(X24, a11, X14, X14, X84)	p3(a23, a11, a4, a4, X84)	0
p1(X37, X97)	p1(a59, a17)	0
p1(X010, X410)	p1(a30, a19)	0
p1(X5, X93)	p1(a62, a14)	0
p1(X20, X92)	p1(a62, a23)	0
p1(X012, X412)	p1(a28, a19)	0
p1(X32, X92)	p1(a12, a14)	0
p9(X74)	p9(a65)	0
p1(X56, X99)	p1(a62, a23)	0
p4(a60, X0)	p4(X1, X1) :- p7(X1)	0
p5(X912, X912)	p5(a2, a2)	0
p4(X84, X14)	p4(a1, a27)	0
p9(X711)	p9(a54)	0
p8(X313, X213, X113, a39)	p8(X313, a19, a1, a39)	0
p1(X44, X97)	p1(a62, a35)	0
p9(X71)	p9(a27)	0
p8(X313, X213, X113, a39)	p8(X313, a12, a15, a39)	0
p1(X45, X912)	p1(a62, a15)	0
p8(a34, X113, X813, X213)	p8(a34, a14, X813, a55)	0
p4(X0, a36)	p4(X1, X1) :- p7(X1)	0
p8(a34, X1, X2, X0)	p8(X3, X1, X1, X1) :- p3(X3, X1, X0, X7, X4)	0
p1(X011, X411)	p1(a59, a19)	0
p3(X23, a11, X13, X13, X83)	p3(a12, a11, a15, a15, X83)	0
p4(a79, X211)	p4(a79, a55)	0
p8(X33, X23, X13, a39)	p8(X33, a15, a11, a39)	0
p5(X911, X911)	p5(a14, a14)	0
p5(a57, X72)	p5(a57, a66)	0
p1(X56, X911)	p1(a62, a68)	0
p8(X312, X212, X112, a39)	p8(X312, a12, a3, a39)	0
p6(a5, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p1(X33, X93)	p1(a26, a0)	0
p8(a34, X112, X812, X212)	p8(a34, a1, X812, a19)	0
p1(a62, X910)	p1(a62, a80)	0
p3(X213, a11, X113, X113, X813)	p3(a14, a11, a43, a43, X813)	0
p8(a34, X111, X811, X211)	p8(a34, a3, X811, a12)	0
p4(X0, a52)	p4(a85, X7) :- p5(a57, X7), p9(X7)	0
p1(X27, X910)	p1(a62, a43)	0
p8(a34, X15, X85, X25)	p8(a34, a39, X85, a2)	0
p4(X32, X92)	p4(a39, a23)	0
p1(X0, a1)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p8(a34, X110, X810, X210)	p8(a34, a12, X810, a10)	0
p0(a14)	p0(X6) :- p3(a64, X2, X4, X6, X6)	0
p4(X813, X113)	p4(a1, a43)	0
p4(a79, X212)	p4(a79, a75)	0
p1(a62, X94)	p1(a62, a12)	0
p1(X09, X49)	p1(a78, a19)	0
p8(X39, X29, X19, a39)	p8(X39, a27, a12, a39)	0
p5(X90, X90)	p5(a66, a66)	0
p4(a1, X410)	p4(a1, a53)	0
p6(a7, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p4(a1, a82)	p4(a1, a82)	0
p6(a27, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p1(X42, X95)	p1(a62, a22)	0
p1(X30, X94)	p1(a62, a90)	0
p9(X90)	p9(a53)	0
p1(X313, X913)	p1(a30, a13)	0
p3(X24, a11, X14, X14, X84)	p3(a14, a11, a0, a0, X84)	0
p8(X37, X27, X17, a39)	p8(X37, a90, a27, a39)	0
p0(a24)	p0(X4) :- p5(a18, X4)	0
p1(X21, X93)	p1(a62, a50)	0
p4(X32, X92)	p4(a54, a84)	0
p7(a65)	p7(X5) :- p0(X5), p7(X5)	0
p4(X84, X14)	p4(a1, a8)	0
p1(X0, X94)	p1(a62, a51)	0
p4(a62, X0)	p4(X1, X1) :- p7(X1)	0
p3(X26, a11, X16, X16, X86)	p3(a15, a11, a11, a11, X86)	0
p6(a39, X0)	p6(X9, X9) :- p5(X9, X9), p4(a79, X2), p5(X2, X9)	0
p8(X35, X25, X15, a39)	p8(X35, a13, a17, a39)	0
p4(X313, X913)	p4(a6, a5)	0
p3(X23, a11, X13, X13, X83)	p3(a0, a11, a27, a27, X83)	0
p1(X42, X95)	p1(a62, a38)	0
p1(X48, X911)	p1(a62, a20)	0
p5(X95, X95)	p5(a50, a50)	0
p1(X34, X94)	p1(a19, a16)	0
p5(X93, X93)	p5(a75, a75)	0
p5(a57, X76)	p5(a57, a34)	0
p8(X0, X5, X1, a39)	p8(a0, X4, X1, X4) :- p3(X9, a29, a16, X4, X0), p3(a1, X3, X1, X0, X0)	0
p1(a62, X99)	p1(a62, a19)	0
p1(X0, X90)	p1(a62, a55)	0
p5(a57, X713)	p5(a57, a68)	0
p8(a34, X19, X89, X29)	p8(a34, a93, X89, a0)	0
p1(X21, X94)	p1(a62, a13)	0
p2(a87, a87)	p2(X0, X0) :- p1(X0, X4), p6(X4, a1)	0
p4(X311, X911)	p4(a2, a36)	0
p1(a23, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p1(X0, a51)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p3(X26, a11, X16, X16, X86)	p3(a13, a11, a17, a17, X86)	0
p4(X2, X0)	p4(X1, X1) :- p7(X1)	0
p1(X37, X911)	p1(a62, a2)	0
p4(X89, X19)	p4(a1, a87)	0
p1(X30, X94)	p1(a62, a13)	0
p6(a30, X0)	p6(X1, X8) :- p7(X1), p4(X8, X1), p2(X1, X1)	0
p4(X81, X11)	p4(a1, a13)	0
p1(X010, X410)	p1(a83, a19)	0
p9(X710)	p9(a98)	0
p0(a65)	p0(X2) :- p5(a10, X2)	0
p9(X73)	p9(a74)	0
p4(X33, X93)	p4(a73, a12)	0
p4(a79, X210)	p4(a79, a22)	0
p5(X912, X912)	p5(a29, a29)	0
p4(a79, X29)	p4(a79, a27)	0
p4(X81, X11)	p4(a1, a36)	0
p4(a79, X210)	p4(a79, a16)	0
p1(X011, X411)	p1(a24, a19)	0
p7(a66)	p7(X5) :- p0(X5), p7(X5)	0
p0(a26)	p0(X3) :- p4(X3, X9), p1(X3, X9)	0
p4(X310, X910)	p4(a50, a13)	0
p4(X0, a82)	p4(X1, X1) :- p7(X1)	0
p3(X211, a11, X111, X111, X811)	p3(a0, a11, a0, a0, X811)	0
p1(X2, X93)	p1(a62, a27)	0
p8(X311, X211, X111, a39)	p8(X311, a19, a1, a39)	0
p4(X6, X0)	p4(a62, X2) :- p6(X2, X3)	0
p3(X24, a11, X14, X14, X84)	p3(a55, a11, a73, a73, X84)	0
p4(X311, X911)	p4(a0, a58)	0
p9(X910)	p9(a3)	0
p5(a57, X76)	p5(a57, a41)	0
p8(a34, X15, X85, X25)	p8(a34, a13, X85, a1)	0
p1(X03, X43)	p1(a45, a19)	0
p4(X313, X913)	p4(a77, a94)	0
p8(a34, X111, X811, X211)	p8(a34, a17, X811, a22)	0
p3(X23, a11, X13, X13, X83)	p3(a26, a11, a21, a21, X83)	0
p3(X25, a11, X15, X15, X85)	p3(a23, a11, a4, a4, X85)	0
p4(a62, X0)	p4(a62, X2) :- p6(X2, X3)	0
p1(a51, a51)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p1(a38, X0)	p1(X2, X2) :- p6(X2, X1), p3(X2, a11, X1, X1, X8), p8(a34, X1, X8, X2), p8(X3, X2, X1, a39)	0
p1(X07, X47)	p1(a34, a19)	0
